player_name,player_id,team_id,match_id,runs,balls_faced,fours,sixes,strike_rate,dnb,is_out,dismissal_type
Roelof van der Merwe,92,6,45,16,8,1,2,200.00,0,1,c Mohammed Shami b Jadeja
Aryan Dutt,93,6,45,5,11,0,0,45.45,0,1, b Bumrah
Paul van Meekeren,96,6,45,3,4,0,0,75.00,0,0,
Rohit Sharma,65,5,46,47,29,4,4,162.06,0,1,c Williamson b Southee
Shubman Gill,70,5,46,80,66,8,3,121.21,0,0,
Virat Kohli,68,5,46,117,113,9,2,103.53,0,1,c Conway b Southee
Shreyas Iyer,67,5,46,105,70,4,8,150.00,0,1,c Mitchell b Boult
KL Rahul,69,5,46,39,20,5,2,195.00,0,0,
Suryakumar Yadav,71,5,46,1,2,0,0,50.00,0,1,c Phillips b Southee
Rohit Sharma,65,5,46,0,0,0,0,0,1,0,
KL Rahul,69,5,46,0,0,0,0,0,1,0,
Ravindra Jadeja,73,5,46,0,0,0,0,0,1,0,
Jasprit Bumrah,76,5,46,0,0,0,0,0,1,0,
Mohammed Shami,78,5,46,0,0,0,0,0,1,0,
Kuldeep Yadav,77,5,46,0,0,0,0,0,1,0,
Mohammed Siraj,79,5,46,0,0,0,0,0,1,0,
Devon Conway,100,7,46,13,15,3,0,86.66,0,1,c †Rahul b Mohammed Shami
Rachin Ravindra,106,7,46,13,22,3,0,59.09,0,1,c †Rahul b Mohammed Shami
Kane Williamson,98,7,46,69,73,8,1,94.52,0,1,c Yadav b Mohammed Shami
Daryl Mitchell,103,7,46,134,119,9,7,112.60,0,1,c Jadeja b Mohammed Shami
Tom Latham,99,7,46,0,2,0,0,0.00,0,1,lbw b Mohammed Shami
Glenn Phillips,105,7,46,41,33,4,2,124.24,0,1,c Jadeja b Bumrah
Mark Chapman,102,7,46,2,5,0,0,40.00,0,1,c Jadeja b Kuldeep Yadav
Mitchell Santner,107,7,46,9,10,0,0,90.00,0,1,c Sharma b Mohammed Siraj
Tim Southee,112,7,46,9,10,1,0,90.00,0,1,c †Rahul b Mohammed Shami
Trent Boult,108,7,46,2,2,0,0,100.00,0,0,
Lockie Ferguson,109,7,46,6,3,0,1,200.00,0,1,c †Rahul b Mohammed Shami
Quinton de Kock,130,9,47,3,14,0,0,21.42,0,1,c Cummins b Hazlewood
Temba Bavuma,129,9,47,0,4,0,0,0.00,0,1,c †Inglis b Starc
Rassie van der Dussen,135,9,47,6,31,0,0,19.35,0,1,c Smith b Hazlewood
Aiden Markram,133,9,47,10,20,2,0,50.00,0,1,c Warner b Starc
Heinrich Klaasen,132,9,47,47,48,4,2,97.91,0,1, b Head
David Miller,134,9,47,101,116,8,5,87.06,0,1,c Head b Cummins
Marco Jansen,136,9,47,0,1,0,0,0.00,0,1,lbw b Head
Gerald Coetzee,138,9,47,19,39,2,0,48.71,0,1,c †Inglis b Cummins
Keshav Maharaj,139,9,47,4,8,0,0,50.00,0,1,c Smith b Starc
Kagiso Rabada,141,9,47,10,12,0,1,83.33,0,1,c Maxwell b Cummins
Tabraiz Shamsi,142,9,47,1,5,0,0,20.00,0,0,
Travis Head,17,2,47,62,48,9,2,129.16,0,1, b Maharaj
David Warner,21,2,47,29,18,1,4,161.11,0,1, b Markram
Mitchell Marsh,24,2,47,0,6,0,0,0.00,0,1,c van der Dussen b Rabada
Steven Smith,20,2,47,30,62,2,0,48.38,0,1,c †de Kock b Coetzee
Marnus Labuschagne,19,2,47,18,31,2,0,58.06,0,1,lbw b Shamsi
Glenn Maxwell,25,2,47,1,5,0,0,20.00,0,1, b Shamsi
Josh Inglis,18,2,47,28,49,3,0,57.14,0,1, b Coetzee
Mitchell Starc,29,2,47,16,38,2,0,42.10,0,0,
Pat Cummins,27,2,47,14,29,2,0,48.27,0,0,
Josh Inglis,18,2,47,0,0,0,0,0,1,0,
Pat Cummins,27,2,47,0,0,0,0,0,1,0,
Adam Zampa,30,2,47,0,0,0,0,0,1,0,
Josh Hazlewood,28,2,47,0,0,0,0,0,1,0,
Rohit Sharma,65,5,48,47,31,4,3,151.61,0,1,c Head b Maxwell
Shubman Gill,70,5,48,4,7,0,0,57.14,0,1,c Zampa b Starc
Virat Kohli,68,5,48,54,63,4,0,85.71,0,1, b Cummins
Shreyas Iyer,67,5,48,4,3,1,0,133.33,0,1,c †Inglis b Cummins
KL Rahul,69,5,48,66,107,1,0,61.68,0,1,c †Inglis b Starc
Ravindra Jadeja,73,5,48,9,22,0,0,40.90,0,1,c †Inglis b Hazlewood
Suryakumar Yadav,71,5,48,18,28,1,0,64.28,0,1,c †Inglis b Hazlewood
Mohammed Shami,78,5,48,6,10,1,0,60.00,0,1,c †Inglis b Starc
Jasprit Bumrah,76,5,48,1,3,0,0,33.33,0,1,lbw b Zampa
Kuldeep Yadav,77,5,48,10,18,0,0,55.55,0,1,run out (Labuschagne/Cummins)
Mohammed Siraj,79,5,48,9,8,1,0,112.50,0,0,
David Warner,21,2,48,7,3,1,0,233.33,0,1,c Kohli b Mohammed Shami
Travis Head,17,2,48,137,120,15,4,114.16,0,1,c Shubman Gill b Mohammed Siraj
Mitchell Marsh,24,2,48,15,15,1,1,100.00,0,1,c †Rahul b Bumrah
Steven Smith,20,2,48,4,9,1,0,44.44,0,1,lbw b Bumrah
Marnus Labuschagne,19,2,48,58,110,4,0,52.72,0,0,
Glenn Maxwell,25,2,48,2,1,0,0,200.00,0,0,
Josh Inglis,18,2,48,0,0,0,0,0,1,0,
Mitchell Starc,29,2,48,0,0,0,0,0,1,0,
Pat Cummins,27,2,48,0,0,0,0,0,1,0,
Adam Zampa,30,2,48,0,0,0,0,0,1,0,
Josh Hazlewood,28,2,48,0,0,0,0,0,1,0,
